"Accession","GeneName","GeneID","Description","MissingFractionControl","MissingFractionAsphyxia"
"Q6PGF2","Morn4","226123","MORN repeat-containing protein 4",0,0
"Q8CCH2","Nhlrc3","212114","NHL repeat-containing protein 3",0.25,0.25
"Q8CFE6","Slc38a2","67760","Sodium-coupled neutral amino acid symporter 2",0,0
"Q9WUU7","Ctsz","64138","Cathepsin Z",0,0
"Q02105","C1qc","12262","Complement C1q subcomponent subunit C",0,0
"Q9JJH1","Rnase4","58809","Ribonuclease 4",0,0
"Q9D787","Ppil2","66053","RING-type E3 ubiquitin-protein ligase PPIL2",0,0
"Q91W53","Golga7","57437","Golgin subfamily A member 7",0,0
"Q99KR7","Ppif","105675","Peptidyl-prolyl cis-trans isomerase F, mitochondrial",0,0
"Q9EQH2","Erap1","80898","Endoplasmic reticulum aminopeptidase 1",0,0
"Q8VEK2","Rhbdd2","215160","Rhomboid domain-containing protein 2",0,0
"Q8CFI2","Cdc34","216150","Ubiquitin-conjugating enzyme E2 R1",0,0
"Q5M956","Kctd1","106931","BTB/POZ domain-containing protein KCTD1",0,0
"Q9EPR4","Slc23a2","54338","Solute carrier family 23 member 2",0,0
"A2AAY5","Sh3pxd2b","268396","SH3 and PX domain-containing protein 2B",0,0.25
"P56391","Cox6b1","110323","Cytochrome c oxidase subunit 6B1",0,0
"Q9ERR7","Selenof","93684","Selenoprotein F",0,0
"Q03517","Scg2","20254","Secretogranin-2",0,0
"Q9D799","Mtfmt","69606","Methionyl-tRNA formyltransferase, mitochondrial",0,0
"P31650","Slc6a11","243616","Sodium- and chloride-dependent GABA transporter 3",0,0
"S4R2K0","Pdf","68023","Peptide deformylase, mitochondrial",0,0
"O35317","Pbx3","18516","Pre-B-cell leukemia transcription factor 3",0.25,0.25
"Q8BYN3","Itpk1","217837","Inositol-tetrakisphosphate 1-kinase",0,0
"Q9D8P4","Mrpl17","27397","Large ribosomal subunit protein bL17m",0,0
"P16254","Srp14","20813","Signal recognition particle 14 kDa protein",0,0
"Q99N96","Mrpl1","94061","Large ribosomal subunit protein uL1m",0,0
"Q80VJ3","Dnph1","381101","5-hydroxymethyl-dUMP N-hydrolase",0,0
"O89023","Tpp1","12751","Tripeptidyl-peptidase 1",0,0
"Q9D1R1","Tmem126b","68472","Complex I assembly factor TMEM126B, mitochondrial",0,0
"P03888","Mtnd1","17716","NADH-ubiquinone oxidoreductase chain 1",0,0
"Q9CR27","Washc3","67282","WASH complex subunit 3",0,0
"Q3UMF9","Faxc","76132","Failed axon connections homolog",0,0
"Q8CCM6","Timm21","67105","Mitochondrial import inner membrane translocase subunit Tim21",0,0
"Q00724","Rbp4","19662","Retinol-binding protein 4",0,0
"Q922E6","Fastkd2","75619","FAST kinase domain-containing protein 2, mitochondrial",0,0
"Q9Z2B9","Rps6ka4","56613","Ribosomal protein S6 kinase alpha-4",0,0
"Q9DCB8","Isca2","74316","Iron-sulfur cluster assembly 2 homolog, mitochondrial",0,0
"Q6DID3","Scaf8","106583","SR-related and CTD-associated factor 8",0,0
"Q9DB20","Atp5po","28080","ATP synthase peripheral stalk subunit OSCP, mitochondrial",0,0
"Q9WVA3","Bub3","12237","Mitotic checkpoint protein BUB3",0,0
"P56382","Atp5f1e","67126","ATP synthase F(1) complex subunit epsilon, mitochondrial",0,0
"Q8BH70","Fbxl4","269514","F-box/LRR-repeat protein 4",0,0
"Q61387","Cox7a2l","20463","Cytochrome c oxidase subunit 7A2-like, mitochondrial",0,0
"Q9ET26","Rnf114","81018","E3 ubiquitin-protein ligase RNF114",0,0
"Q9Z307","Kcnj16","16517","Inward rectifier potassium channel 16",0,0
"Q9CQI4","Iftap","68170","Intraflagellar transport-associated protein",0.25,0
"P60605","Ube2g2","22213","Ubiquitin-conjugating enzyme E2 G2",0,0
"Q91XP5","Glra3","110304","Glycine receptor subunit alpha-3",0.25,0
"Q8CGQ8","Slc24a4","238384","Sodium/potassium/calcium exchanger 4",0,0
"P51885","Lum","17022","Lumican",0.5,0
"O55192","Slc6a2","20538","Sodium-dependent noradrenaline transporter",0,0
"Q8VC65","Nrm","106582","Nurim",0,0
"P22933","Gabrd","14403","Gamma-aminobutyric acid receptor subunit delta",0,0
"P63002","Tle5","14797","TLE family member 5",0,0
"Q8BHH9","Tmem179","104885","Transmembrane protein 179",0,0
"Q6P5D3","Dhx57","106794","Putative ATP-dependent RNA helicase DHX57",0,0
"Q9D6J1","Cers4","67260","Ceramide synthase 4",0.25,0.25
"Q61735","Cd47","16423","Leukocyte surface antigen CD47",0,0
"P58929","Gmeb2","229004","Glucocorticoid modulatory element-binding protein 2",0,0.25
"Q8VEL2","Mtmr14","97287","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14",0,0
"Q8BGB8","Coq4","227683","Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial",0,0.5
"P45481","Crebbp","12914","Histone lysine acetyltransferase CREBBP",0,0
"P07309","Ttr","22139","Transthyretin",0,0
"Q8CAE9","Podxl2","319655","Podocalyxin-like protein 2",0,0
"Q9CPX7","Mrps16","66242","Small ribosomal subunit protein bS16m",0,0
"O70628","Pde9a","18585","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",0,0.25
"Q8BZN2","Kcnv1","67498","Potassium voltage-gated channel subfamily V member 1",0,0
"Q9JJE4","Paqr4","76498","Progestin and adipoQ receptor family member 4",0,0
"Q9CZB0","Sdhc","66052","Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",0,0
"P62862","Fau","14109","Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein",0,0
"O54785","Limk2","16886","LIM domain kinase 2",0.25,0.5
"Q9DAT5","Trmu","72026","Mitochondrial tRNA-specific 2-thiouridylase 1",0,0
"A2AB59","Arhgap27","544817","Rho GTPase-activating protein 27",0.5,0
"Q8VDD9","Phip","83946","PH-interacting protein",0,0
"O88668","Creg1","433375","Protein CREG1",0,0.25
"P97490","Adcy8","11514","Adenylate cyclase type 8",0,0
"Q3TWF6","Wdr70","545085","WD repeat-containing protein 70",0.5,0.25
"O89103","Cd93","17064","Complement component C1q receptor",0,0
"Q8C4X7","Minar2","225583","Major intrinsically disordered NOTCH2-binding receptor 1-like homolog",0,0
"Q62241","Snrpc","20630","U1 small nuclear ribonucleoprotein C",0,0
"P51906","Slc1a1","20510","Excitatory amino acid transporter 3",0,0
"P62257","Ube2h","22214","Ubiquitin-conjugating enzyme E2 H",0,0
"Q8BJ83","Tm2d3","68634","TM2 domain-containing protein 3",0,0
"Q99MB3","Tm2d1","94043","TM2 domain-containing protein 1",0,0.5
"Q61458","Ccnh","66671","Cyclin-H",0,0
"Q61703","Itih2","16425","Inter-alpha-trypsin inhibitor heavy chain H2",0,0
"P16390","Kcna3","16491","Potassium voltage-gated channel subfamily A member 3",0,0
"Q62425","Coxfa4","17992","Cytochrome c oxidase subunit FA4",0,0
"Q8VHI6","Wasf3","245880","Actin-binding protein WASF3",0,0
"Q9CQS8","Sec61b","66212","Protein transport protein Sec61 subunit beta",0,0
"Q60771","Cldn11","18417","Claudin-11",0,0
"O70507","Hcn4","330953","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4",0,0
"Q66L42","Map3k10","269881","Mitogen-activated protein kinase kinase kinase 10",0,0
"Q6PD21","Shb","230126","SH2 domain-containing adapter protein B",0.25,0
"Q8CG80","Shf","435684","SH2 domain-containing adapter protein F",0.25,0
"Q9CPT4","Mydgf","28106","Myeloid-derived growth factor",0,0
"Q9DAV9","Tmem38b","52076","Trimeric intracellular cation channel type B",0.25,0.25
"Q9CU65","Zmym2","76007","Zinc finger MYM-type protein 2",0,0
"Q8R3V6","Cuedc1","103841","CUE domain-containing protein 1",0,0
"Q3UVU3","Slc30a10","226781","Calcium/manganese antiporter SLC30A10",0,0
"Q9JKS4","Ldb3","24131","LIM domain-binding protein 3",0.5,0
"Q640M6","Gdpd5","233552","Glycerophosphodiester phosphodiesterase 2",0,0
"Q8C5P7","Tdrp","72148","Testis development-related protein",0,0
"P61021","Rab5b","19344","Ras-related protein Rab-5B",0,0
"Q78JW9","Ubfd1","28018","Ubiquitin domain-containing protein UBFD1",0,0
"Q3UNZ8","Cryzl2","226527","Protein Cryzl2",0,0
"Q9D975","Srxn1","76650","Sulfiredoxin-1",0,0
"Q8CAM5","Rab36","76877","Ras-related protein Rab-36",0.25,0
"Q8R1N0","Znf830","66983","Zinc finger protein 830",0,0.25
"Q7TN33","Celf6","76183","CUGBP Elav-like family member 6",0,0
"Q80ZK9","Wdtc1","230796","WD and tetratricopeptide repeats protein 1",0,0
"Q8R2Y9","Nabp2","69917","SOSS complex subunit B1",0,0
"Q6PCX7","Rgma","244058","Repulsive guidance molecule A",0,0
"P0C090","Rc3h2","319817","Roquin-2",0,0
"Q5Y5T5","Zdhhc8","27801","Palmitoyltransferase ZDHHC8",0,0
"P63137","Gabrb2","14401","Gamma-aminobutyric acid receptor subunit beta-2",0,0
"Q9R144","Prmt2","15468","Protein arginine N-methyltransferase 2",0.25,0.25
"O35449","Prrt1","260297","Proline-rich transmembrane protein 1",0,0
"P62305","Snrpe","20643","Small nuclear ribonucleoprotein E",0,0
"Q4ZJN1","C1qtnf9","239126","Complement C1q and tumor necrosis factor-related protein 9",0,0.25
"O88413","Tulp3","22158","Tubby-related protein 3",0.25,0
"P14106","C1qb","12260","Complement C1q subcomponent subunit B",0,0
"Q9D902","Gtf2e2","68153","General transcription factor IIE subunit 2",0.25,0.5
"P45878","Fkbp2","14227","Peptidyl-prolyl cis-trans isomerase FKBP2",0,0
"Q9WUB4","Dctn6","22428","Dynactin subunit 6",0,0
"P97452","Bop1","12181","Ribosome biogenesis protein BOP1",0,0
"Q9D6I9","Lurap1","68075","Leucine rich adaptor protein 1",0,0.25
"Q91XE8","Tmem205","235043","Transmembrane protein 205",0,0
"Q9JHS9","Cwc15","66070","Spliceosome-associated protein CWC15 homolog",0,0
"P47879","Igfbp4","16010","Insulin-like growth factor-binding protein 4",0.5,0.25
"P47941","Crkl","12929","Crk-like protein",0,0
"O70480","Vamp4","53330","Vesicle-associated membrane protein 4",0,0
"Q8BW22","Ss18l1","269397","Calcium-responsive transactivator",0,0
"P62488","Polr2g","67710","DNA-directed RNA polymerase II subunit RPB7",0,0
"Q5DTZ6","Rnf150","330812","RING finger protein 150",0,0
"Q80XC3","Usp6nl","98910","USP6 N-terminal-like protein",0.25,0.5
"Q8R0F5","Rbmx2","209003","RNA-binding motif protein, X-linked 2",0.5,0.5
"Q8K4T3","Stradb","227154","STE20-related kinase adapter protein beta",0.25,0
"Q3ULW8","Parp3","235587","Protein mono-ADP-ribosyltransferase PARP3",0.25,0.25
"Q9Z2I2","Fkbp1b","14226","Peptidyl-prolyl cis-trans isomerase FKBP1B",0,0
"Q9D711","Pir","69656","Pirin",0,0
"Q8R3C6","Rbm19","74111","Probable RNA-binding protein 19",0.5,0.5
"Q9JJ43","Rbfox1","268859","RNA binding protein fox-1 homolog 1",0,0
"Q9JJV5","Cacng3","54376","Voltage-dependent calcium channel gamma-3 subunit",0,0
"Q8BLU0","Flrt2","399558","Leucine-rich repeat transmembrane protein FLRT2",0,0
"Q8R4D1","Slc9a8","77031","Sodium/hydrogen exchanger 8",0.25,0.25
"Q5Y5T3","Zdhhc23","332175","Palmitoyltransferase ZDHHC23",0.25,0.5
"Q8CFV4","Nrn1","68404","Neuritin",0,0
"Q9R087","Gpc6","23888","Glypican-6",0,0
"Q9D9M2","Usp12","22217","Ubiquitin carboxyl-terminal hydrolase 12",0,0
"Q8CBX0","Tmem63c","217733","Osmosensitive cation channel TMEM63C",0,0
"O70146","Tesk1","21754","Dual specificity testis-specific protein kinase 1",0,0
"Q9JKL4","Ndufaf3","66706","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",0,0
"P56501","Ucp3","22229","Putative mitochondrial transporter UCP3",0.25,0
"Q9D172","Gatd3","28295","Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",0,0
"P60761","Nrgn","64011","Neurogranin",0,0
"P00520","Abl1","11350","Tyrosine-protein kinase ABL1",0,0
"P48771","Cox7a2","12866","Cytochrome c oxidase subunit 7A2, mitochondrial",0,0
"P57787","Slc16a3","80879","Monocarboxylate transporter 4",0.5,0.25
"Q9R1B9","Slit2","20563","Slit homolog 2 protein",0.25,0
"Q64436","Atp4a","11944","Potassium-transporting ATPase alpha chain 1",0,0
"P01899","H2-D1","14964","H-2 class I histocompatibility antigen, D-B alpha chain",0,0
"Q8K194","Snrnp27","66618","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein",0.25,0
"Q60866","Pter","19212","N-acetyltaurine hydrolase",0,0
"P56392","Cox7a1","12865","Cytochrome c oxidase subunit 7A1, mitochondrial",0,0
"Q9BCZ4","Selenos","109815","Selenoprotein S",0,0
"Q9Z2F7","Bnip3l","12177","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like",0,0
"Q9DBR0","Akap8","56399","A-kinase anchor protein 8",0,0
"P49935","Ctsh","13036","Pro-cathepsin H",0.25,0.25
"Q8C1W1","Vash1","238328","Tubulinyl-Tyr carboxypeptidase 1",0.25,0.5
"Q9JJ80","Rpf2","67239","Ribosome production factor 2 homolog",0,0
"Q9D735","Trir","68544","Telomerase RNA component-interacting RNase",0,0
"Q9CQ25","Mzt2","72083","Mitotic-spindle organizing protein 2",0,0
"Q9WTP2","Spry4","24066","Protein sprouty homolog 4",0.25,0
"P57784","Snrpa1","68981","U2 small nuclear ribonucleoprotein A'",0,0
"G5E8V9","Arfip1","99889","Arfaptin-1",0,0
"Q9WVJ0","Kcnh3","16512","Voltage-gated inwardly rectifying potassium channel KCNH3",0.25,0
"O08734","Bak1","12018","Bcl-2 homologous antagonist/killer",0,0
"Q8BGH7","Cdc42se2","72729","CDC42 small effector protein 2",0,0
"P49710","Hcls1","15163","Hematopoietic lineage cell-specific protein",0.5,0.5
"Q9D882","Fam241b","69894","Protein FAM241B",0,0
"Q9QX60","Dguok","27369","Deoxyguanosine kinase, mitochondrial",0,0
"Q61469","Plpp1","19012","Phospholipid phosphatase 1",0,0
"Q8BL06","Usp54","78787","Ubiquitin carboxyl-terminal hydrolase 54",0,0.5
"Q61743","Kcnj11","16514","ATP-sensitive inward rectifier potassium channel 11",0,0
"Q3UZP4","Svip","75744","Small VCP/p97-interacting protein",0,0
"Q8BX57","Pxk","218699","PX domain-containing protein kinase-like protein",0,0
"Q91Z49","Fyttd1","69823","UAP56-interacting factor",0,0
"Q80WS3","Fbll1","237730","RNA 2'-O-methyltransferase FBLL1",0,0
"Q3TQI7","Q3TQI7","227707","Splicing factor C9orf78 homolog",0,0
"P30275","Ckmt1","12716","Creatine kinase U-type, mitochondrial",0,0
"Q9Z1B5","Mad2l1","56150","Mitotic spindle assembly checkpoint protein MAD2A",0,0
"Q9Z0V8","Timm17a","21854","Mitochondrial import inner membrane translocase subunit Tim17-A",0,0
"Q9CQ89","Cuta","67675","Protein CutA",0,0
"P83917","Cbx1","12412","Chromobox protein homolog 1",0,0
"Q69ZB3","Tspyl5","239364","Testis-specific Y-encoded-like protein 5",0,0
"E9Q7E2","Arid2","77044","AT-rich interactive domain-containing protein 2",0,0.5
"Q9QY15","Ddx25","30959","ATP-dependent RNA helicase DDX25",0,0
"Q8VDW0","Ddx39a","68278","ATP-dependent RNA helicase DDX39A",0,0
"Q9JIX0","Eny2","223527","Transcription and mRNA export factor ENY2",0,0
"Q5SQY2","Bod1","69556","Biorientation of chromosomes in cell division protein 1",0.25,0
"O88796","Rpp30","54364","Ribonuclease P protein subunit p30",0,0
"Q9DCK3","Tspan4","64540","Tetraspanin-4",0,0.25
"Q9D3P8","Plgrkt","67759","Plasminogen receptor (KT)",0,0
"P60202","Plp1","18823","Myelin proteolipid protein",0,0
"Q9Z101","Pard6a","56513","Partitioning defective 6 homolog alpha",0,0
"Q8BGF6","Elmod2","244548","ELMO domain-containing protein 2",0,0
"P59041","Dnajc30","66114","DnaJ homolog subfamily C member 30, mitochondrial",0,0
"Q9D920","Borcs5","67774","BLOC-1-related complex subunit 5",0,0
"Q8VE42","Ankrd49","56503","Ankyrin repeat domain-containing protein 49",0,0.25
"Q6RKD8","Flrt1","396184","Leucine-rich repeat transmembrane protein FLRT1",0,0
"Q8BS39","Ccdc32","269336","Coiled-coil domain-containing protein 32",0,0
"Q8CFN5","Mef2c","17260","Myocyte-specific enhancer factor 2C",0,0
"Q60899","Elavl2","15569","ELAV-like protein 2",0,0
"O88843","Cradd","12905","Death domain-containing protein CRADD",0,0
"Q9CQZ6","Ndufb3","66495","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3",0,0
"Q8BXA5","Clptm1l","218335","Lipid scramblase CLPTM1L",0,0
"Q99PH1","Lrrc4","192198","Leucine-rich repeat-containing protein 4",0,0
"Q9JLC6","Tef","21685","Thyrotroph embryonic factor",0.5,0.5
"P48455","Ppp3cc","19057","Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform",0,0
"Q8VCB2","Med25","75613","Mediator of RNA polymerase II transcription subunit 25",0,0.5
"Q8VCC8","Rapgef3","223864","Rap guanine nucleotide exchange factor 3",0,0.25
"Q9CXY1","Tmem175","72392","Endosomal/lysosomal proton channel TMEM175",0.25,0
"Q9D9M5","Phospho2","73373","Pyridoxal phosphate phosphatase PHOSPHO2",0,0.25
"Q5U419","Slc33a2","69572","Solute carrier family 33 member 2",0.5,0.25
"P49282","Slc11a2","18174","Natural resistance-associated macrophage protein 2",0.25,0
"Q8C6I2","Sdhaf2","66072","Succinate dehydrogenase assembly factor 2, mitochondrial",0.25,0
"Q7TN73","Casd1","213819","N-acetylneuraminate (7)9-O-acetyltransferase",0,0
"P55284","Cdh5","12562","Cadherin-5",0,0
"Q99N91","Mrpl34","94065","Large ribosomal subunit protein bL34m",0.25,0
"Q8BXJ9","Tmem62","96957","Transmembrane protein 62",0,0
"Q8CH36","Slc36a4","234967","Neutral amino acid uniporter 4",0,0.25
"Q8K4D3","Slc36a1","215335","Proton-coupled amino acid transporter 1",0,0
"Q2TJ95","Rspo3","72780","R-spondin-3",0.25,0.25
"P62313","Lsm6","78651","U6 snRNA-associated Sm-like protein LSm6",0,0
"Q8R4T1","Cys1","12879","Cystin-1",0,0.5
"P24457","Cyp2d11","545123","Cytochrome P450 2D11",0,0
"P62309","Snrpg","68011","Small nuclear ribonucleoprotein G",0,0
"Q571E4","Galns","50917","N-acetylgalactosamine-6-sulfatase",0.25,0.25
"Q8BTZ5","Ankrd46","68839","Ankyrin repeat domain-containing protein 46",0,0
"Q9CQ43","Dut","110074","Deoxyuridine 5'-triphosphate nucleotidohydrolase",0,0
"Q9CQY2","Ramac","67148","RNA guanine-N7 methyltransferase activating subunit",0,0
"Q3U276","Sdhaf1","68332","Succinate dehydrogenase assembly factor 1, mitochondrial",0,0
"Q91X56","S1pr5","94226","Sphingosine 1-phosphate receptor 5",0,0.25
"Q9D387","Lamp5","76161","Lysosome-associated membrane glycoprotein 5",0,0
"Q8K003","Tma7","115487184","Translation machinery-associated protein 7",0.25,0
"Q8VCE9","Plekhh3","217198","Pleckstrin homology domain-containing family H member 3",0,0.25
"Q78HU3","Mvb12a","73711","Multivesicular body subunit 12A",0,0
"Q04735","Cdk16","18555","Cyclin-dependent kinase 16",0,0
"E9Q6C8","Xkr6","219149","XK-related protein 6",0,0
"P48410","Abcd1","11666","ATP-binding cassette sub-family D member 1",0.25,0.5
"Q9D6K5","Synj2bp","24071","Synaptojanin-2-binding protein",0,0
"Q66JT5","Tpgs2","66648","Tubulin polyglutamylase complex subunit 2",0,0
"P56671","Maz","17188","Myc-associated zinc finger protein",0.25,0.5
"Q3V038","Ttc9","69480","Tetratricopeptide repeat protein 9A",0,0
"Q3UPH1","Prrc1","73137","Protein PRRC1",0,0
"Q9R0Q3","Tmed2","56334","Transmembrane emp24 domain-containing protein 2",0,0
"A2AI05","Ndor1","78797","NADPH-dependent diflavin oxidoreductase 1",0,0.25
"Q99PM9","Uck2","80914","Uridine-cytidine kinase 2",0.25,0.25
"Q64310","Surf4","20932","Surfeit locus protein 4",0,0
"Q9R060","Nubp1","26425","Cytosolic Fe-S cluster assembly factor NUBP1",0,0
"Q9CTG6","Atp13a2","74772","Polyamine-transporting ATPase 13A2",0,0
"Q9Z2G1","Fem1aa","14154","Protein fem-1 homolog A-A",0,0
"Q99J77","Nans","94181","N-acetylneuraminate-9-phosphate synthase",0,0
"Q9D032","Ssbp3","72475","Single-stranded DNA-binding protein 3",0,0
"Q9Z1N9","Unc13b","22249","Protein unc-13 homolog B",0,0
"Q9CTN8","Lhfpl3","269629","LHFPL tetraspan subfamily member 3 protein",0,0.25
"Q6PGH2","Jpt2","52009","Jupiter microtubule associated homolog 2",0,0
"O54890","Itgb3","16416","Integrin beta-3",0.25,0
"Q7TMV1","Rnf139","75841","E3 ubiquitin-protein ligase RNF139",0.25,0.25
"Q61702","Itih1","16424","Inter-alpha-trypsin inhibitor heavy chain H1",0,0.25
"Q7M750","Opalin","226115","Opalin",0,0
"Q8CHY6","Gatad2a","234366","Transcriptional repressor p66 alpha",0.25,0
"Q91VT8","Smim14","68552","Small integral membrane protein 14",0.25,0.25
"Q8K0S5","Rtn4rl1","237847","Reticulon-4 receptor-like 1",0,0
"Q9CQX8","Kgd4","66128","Alpha-ketoglutarate dehydrogenase component 4",0,0
"Q91W29","Cox4i2","84682","Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",0.25,0
"P0DN89","Tmem254","66039","Transmembrane protein 254",0,0
"P59708","Sf3b6","66055","Splicing factor 3B subunit 6",0,0
"Q9D2V5","Aar2","68295","Protein AAR2 homolog",0,0
"Q61133","Gstt2","14872","Glutathione S-transferase theta-2",0.5,0
"Q9JLQ2","Git2","26431","ARF GTPase-activating protein GIT2",0,0
"Q60722","Tcf4","21413","Transcription factor 4",0,0.25
"Q9CQ73","Pkp2","67451","Plakophilin-2",0.25,0
"Q99JR5","Tinagl1","94242","Tubulointerstitial nephritis antigen-like",0,0
"Q8C6B2","Rtkn","20166","Rhotekin",0,0
"O70401","Tspan6","56496","Tetraspanin-6",0,0
"Q9CPZ6","Ormdl3","66612","ORM1-like protein 3",0,0.25
"P97717","Adra1b","11548","Alpha-1B adrenergic receptor",0,0.5
"P56388","Cartpt","27220","Cocaine- and amphetamine-regulated transcript protein",0,0
"P35980","Rpl18","19899","Large ribosomal subunit protein eL18",0,0
"Q91VJ5","Pqbp1","54633","Polyglutamine-binding protein 1",0,0
"O09167","Rpl21","19933","Large ribosomal subunit protein eL21",0,0
"Q9CZ96","Zcrb1","67197","Zinc finger CCHC-type and RNA-binding motif-containing protein 1",0.5,0.25
